"","building_id","geo_level_1_id","geo_level_1_mean_damage","geo_level_2_id","geo_level_2_mean_damage","geo_level_3_id","geo_level_3_mean_damage","count_floors_pre_eq","age","area_percentage","height_percentage","land_surface_condition","foundation_type","roof_type","ground_floor_type","other_floor_type","position","plan_configuration","has_superstructure_adobe_mud","has_superstructure_mud_mortar_stone","has_superstructure_stone_flag","has_superstructure_cement_mortar_stone","has_superstructure_mud_mortar_brick","has_superstructure_cement_mortar_brick","has_superstructure_timber","has_superstructure_bamboo","has_superstructure_rc_non_engineered","has_superstructure_rc_engineered","has_superstructure_other","legal_ownership_status","count_families","has_secondary_use","has_secondary_use_agriculture","has_secondary_use_hotel","has_secondary_use_rental","has_secondary_use_institution","has_secondary_use_school","has_secondary_use_industry","has_secondary_use_health_post","has_secondary_use_gov_office","has_secondary_use_use_police","has_secondary_use_other"
"64",229211,17,2.79448035575116,1121,2.81818181818182,5037,2.89090909090909,2,5,6,5,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0
"65",173624,26,1.73088657970374,432,1.69308357348703,10811,1.64864864864865,2,5,7,6,"o","r","n","f","x","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"66",642562,6,2.16172429350724,314,1.99397590361446,8641,2,2,0,8,6,"t","r","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"67",86467,0,2.06532036898529,885,2.12331838565022,8393,2.16363636363636,1,10,7,4,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"68",684629,1,1.96075527582377,65,1.61904761904762,39,1.11111111111111,2,5,13,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"69",304627,8,2.48527253668763,1415,2.6331096196868,9041,2.5,3,5,6,10,"t","i","x","v","s","s","d",0,0,0,0,0,0,0,0,1,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0
"70",255913,21,2.56336893008261,408,2.6697247706422,3603,2.76,3,20,4,8,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"71",861624,27,2.44645706990105,1106,2.4484649122807,5639,2.16,2,30,10,5,"t","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"72",367328,6,2.16172429350724,852,2.11550151975684,7596,1.98360655737705,2,0,12,8,"n","u","x","v","s","t","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"73",13216,8,2.48527253668763,501,2.53658536585366,8329,2.7375,1,20,10,3,"n","r","n","f","j","s","d",0,1,0,0,0,0,1,1,1,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0
"74",838446,11,2.33771289537713,765,2.38313473877177,3900,2.43157894736842,1,20,4,3,"t","r","n","f","j","s","d",1,1,0,0,1,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"75",981040,19,2.06182795698925,815,2.44444444444444,1183,2.5,2,5,8,5,"n","r","q","f","q","s","d",0,1,1,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"76",335849,13,1.93765611990008,1083,2.16981132075472,5689,2.25,2,35,8,5,"t","r","q","f","q","t","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"77",823769,15,2.13836206896552,1105,2.09090909090909,8616,NA,1,25,6,3,"n","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"78",666855,14,2.04959159859977,1120,2.0625,3789,2,2,995,11,4,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"79",398783,22,2.00095969289827,22,2.1304347826087,11164,2.11764705882353,2,15,6,5,"t","r","n","x","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0
"80",829946,20,1.92646375464684,215,1.69230769230769,995,1.90625,1,10,3,4,"t","w","q","f","j","s","d",0,0,0,0,0,0,1,1,0,0,0,"a",1,0,0,0,0,0,0,0,0,0,0,0
"81",326177,17,2.79448035575116,1026,2.75892857142857,9301,2.96428571428571,3,30,7,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"82",359387,18,2.70837253057385,751,2.61864406779661,4751,2.36,3,30,10,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0
"83",924578,3,2.3315649867374,720,2.42604856512141,6629,2.29464285714286,3,5,24,9,"t","u","x","v","s","t","d",0,0,0,0,0,1,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0
"84",712624,20,1.92646375464684,254,2.1,8540,1.87209302325581,2,5,3,6,"t","w","q","f","q","s","q",0,0,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"85",946541,11,2.33771289537713,883,2.26568265682657,2822,2.02857142857143,5,80,9,10,"t","r","n","f","q","j","d",0,0,0,0,1,1,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"86",373943,1,1.96075527582377,16,2.15384615384615,6598,2.5,2,10,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"87",865274,26,1.73088657970374,36,1.43391812865497,8124,1.19791666666667,1,0,14,4,"t","i","x","v","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"88",522404,6,2.16172429350724,287,2.30606060606061,6710,2,2,25,8,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,1,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0
"89",841632,7,2.29772559755712,258,2.88515406162465,12275,2.91304347826087,1,15,6,3,"t","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"90",649142,22,2.00095969289827,1417,1.92424242424242,3445,1.7,2,15,15,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",0,0,0,0,0,0,0,0,0,0,0,0
"91",332157,6,2.16172429350724,845,1.85842985842986,8916,1.50292397660819,2,0,11,6,"t","i","x","v","s","s","u",0,0,0,0,0,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"92",722082,26,1.73088657970374,39,1.53219415552254,633,1.43778801843318,3,10,22,10,"t","i","x","v","s","t","u",0,0,0,0,0,0,0,0,1,0,0,"v",0,1,0,0,0,1,0,0,0,0,0,0
"93",279597,20,1.92646375464684,863,2.1225,6507,2.12857142857143,2,15,8,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"94",107512,4,2.16213618890719,447,2.23809523809524,8827,2.46153846153846,3,15,6,9,"n","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"95",26477,1,1.96075527582377,1169,2.00919540229885,8427,2.07692307692308,2,35,16,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",2,0,0,0,0,0,0,0,0,0,0,0
"96",138895,10,2.34195389283935,76,2.17142857142857,5890,2.05714285714286,2,20,12,7,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"97",553866,14,2.04959159859977,1109,2.02631578947368,11663,2,2,15,6,6,"t","r","q","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"98",157718,17,2.79448035575116,663,2.81560283687943,10770,2.925,2,0,17,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"99",582842,17,2.79448035575116,1045,2.80478087649402,11147,2.85714285714286,2,5,7,5,"n","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"100",123399,27,2.44645706990105,1155,2.64265668849392,1757,2.43715846994536,2,20,7,6,"t","r","n","f","q","j","d",1,1,0,0,0,0,0,0,0,0,0,"v",1,1,0,1,0,0,0,0,0,0,0,0
"101",189875,15,2.13836206896552,1087,2.23673469387755,6801,2.3,2,5,4,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,1,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"102",70843,7,2.29772559755712,157,1.93937796520822,1320,2.07547169811321,2,10,6,6,"n","i","x","v","s","t","d",0,0,0,1,0,1,0,0,1,0,0,"w",2,0,0,0,0,0,0,0,0,0,0,0
"103",225218,3,2.3315649867374,175,2.16111111111111,9878,2.1875,1,10,14,3,"t","u","x","x","j","s","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"104",703273,10,2.34195389283935,76,2.17142857142857,570,2.02040816326531,2,10,6,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"105",245176,27,2.44645706990105,1394,2.40208197787899,10867,2.36111111111111,3,40,11,8,"t","r","q","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"106",760257,10,2.34195389283935,1248,2.36752136752137,11556,2.31707317073171,2,60,6,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"107",641933,26,1.73088657970374,1222,2.12037037037037,6610,1.96,2,10,8,7,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"108",76772,27,2.44645706990105,269,2.32671081677704,11725,2.25806451612903,1,15,10,3,"o","r","n","f","j","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"109",302226,6,2.16172429350724,516,2.17358490566038,8770,2.15384615384615,2,5,5,4,"t","r","n","f","q","t","d",1,0,0,0,0,0,0,0,0,0,0,"v",0,1,1,0,0,0,0,0,0,0,0,0
"110",535232,4,2.16213618890719,519,2.57558139534884,4330,2.66666666666667,3,5,11,8,"n","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"111",311900,26,1.73088657970374,36,1.43391812865497,1125,1.34375,2,40,7,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"112",859468,8,2.48527253668763,696,2.41286863270777,6035,2.32,2,30,8,7,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"113",496582,10,2.34195389283935,1182,2.48601398601399,2981,2.7,2,10,7,5,"t","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"114",970295,3,2.3315649867374,720,2.42604856512141,5019,2.20192307692308,1,10,19,3,"t","u","n","x","j","t","d",0,0,0,0,0,1,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"115",38184,26,1.73088657970374,264,1.66386554621849,453,1.36065573770492,2,20,11,5,"n","r","q","f","q","s","d",0,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"116",533972,10,2.34195389283935,405,2.19946091644205,2855,2.08510638297872,2,5,7,5,"t","r","n","f","q","t","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"117",787930,11,2.33771289537713,660,2.29779058597502,7281,2.62,2,20,11,6,"t","u","x","v","s","s","d",0,0,0,0,1,0,0,0,1,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"118",706637,14,2.04959159859977,968,2.03703703703704,315,2.14285714285714,3,15,7,6,"n","r","n","f","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"119",684359,0,2.06532036898529,757,2.10508474576271,4510,2.05,2,15,6,6,"t","r","n","f","q","s","d",1,1,0,0,0,0,1,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"120",744804,4,2.16213618890719,972,2.21491228070175,6999,2.02631578947368,2,15,4,6,"n","r","n","f","q","s","d",1,0,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
"121",675284,1,1.96075527582377,122,1.92,7764,2.04,2,20,30,5,"t","r","n","f","x","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,1,1,0,0,0,0,0,0,0,0,0
"122",900064,22,2.00095969289827,1113,2.10416666666667,7924,2,2,10,9,5,"t","r","n","x","q","s","d",0,1,0,0,0,0,0,0,0,0,0,"v",1,0,0,0,0,0,0,0,0,0,0,0
